warnum,disno,dyindex,statea,stateb,warstrtmnth,warstrtday,warstrtyr,warendmnth,warenday,warendyr,year,warolea,waroleb,wardyadrolea,wardyadroleb,outcomea,batdtha,batdthb,changes_1,changes_2,batdths,durindx
1,89,89.001,220,230,4,7,1823,9,30,1823,1823,1,3,1,3,1,400,600,,,1000,1
1,89,89.001,230,220,4,7,1823,9,30,1823,1823,3,1,3,1,3,600,400,,,1000,1
4,189,189.001,365,640,4,30,1828,8,19,1829,1828,1,3,1,3,1,80000,50000,,,130000,1
4,189,189.001,365,640,4,30,1828,8,19,1829,1829,1,3,1,3,1,80000,50000,,,130000,2
4,189,189.001,640,365,4,30,1828,8,19,1829,1828,3,1,3,1,3,50000,80000,,,130000,2
4,189,189.001,640,365,4,30,1828,8,19,1829,1829,3,1,3,1,3,50000,80000,,,130000,1
7,1552,1552.001,2,70,4,25,1846,9,14,1847,1846,1,3,1,3,1,13283,6000,,,19283,1
7,1552,1552.001,2,70,4,25,1846,9,14,1847,1847,1,3,1,3,1,13283,6000,,,19283,2
7,1552,1552.001,70,2,4,25,1846,9,14,1847,1846,3,1,3,1,3,6000,13283,,,19283,1
7,1552,1552.001,70,2,4,25,1846,9,14,1847,1847,3,1,3,1,3,6000,13283,,,19283,2
10,19,19.001,300,325,4,4,1848,3,23,1849,1848,1,3,3,1,1,3927,3400,7,,7327,2
10,19,19.001,300,325,4,4,1848,3,23,1849,1849,3,1,3,1,1,3927,3400,7,,7327,1
10,19,19.001,325,300,4,4,1848,3,23,1849,1848,1,3,1,3,3,3400,3927,7,,7327,2
10,19,19.001,325,300,4,4,1848,3,23,1849,1849,1,3,1,3,3,3400,3927,7,,7327,1
10,19,19.002,300,332,4,9,1848,7,24,1848,1848,3,2,3,1,1,3927,100,7,,4027,1
10,19,19.002,332,300,4,9,1848,7,24,1848,1848,2,3,1,3,3,100,3927,7,,4027,1
10,19,19.003,300,337,4,9,1848,7,24,1848,1848,3,2,3,1,1,3927,100,7,,4027,1
10,19,19.003,337,300,4,9,1848,7,24,1848,1848,2,3,1,3,3,100,3927,7,,4027,1
13,375,375.003,255,390,4,10,1848,7,10,1849,1848,1,3,1,3,2,2500,3500,,,6000,2
13,375,375.003,255,390,4,10,1848,7,10,1849,1849,1,3,1,3,2,2500,3500,,,6000,1
13,375,375.003,390,255,4,10,1848,7,10,1849,1848,3,1,3,1,2,3500,2500,,,6000,1
13,375,375.003,390,255,4,10,1848,7,10,1849,1849,3,1,3,1,2,3500,2500,,,6000,2
16,175,175.001,220,327,4,30,1849,7,2,1849,1849,1,3,1,3,1,1000,1400,,,2400,1
16,175,175.001,327,220,4,30,1849,7,2,1849,1849,3,1,3,1,3,1400,1000,,,2400,1
16,175,175.002,300,327,5,8,1849,7,2,1849,1849,2,3,1,3,1,100,1400,,,1500,1
16,175,175.002,327,300,5,8,1849,7,2,1849,1849,3,2,3,1,3,1400,100,,,1500,1
16,175,175.003,327,329,5,8,1849,7,2,1849,1849,3,2,3,1,3,1400,100,,,1500,1
16,175,175.003,329,327,5,8,1849,7,2,1849,1849,2,3,1,3,1,100,1400,,,1500,1
19,1528,1528.001,140,160,7,19,1851,2,3,1852,1851,1,3,1,3,1,500,800,,,1300,2
19,1528,1528.001,140,160,7,19,1851,2,3,1852,1852,1,3,1,3,1,500,800,,,1300,1
19,1528,1528.001,160,140,7,19,1851,2,3,1852,1851,3,1,3,1,3,800,500,,,1300,2
19,1528,1528.001,160,140,7,19,1851,2,3,1852,1852,3,1,3,1,3,800,500,,,1300,1
22,57,57.001,200,365,4,21,1854,2,1,1856,1854,2,3,1,3,1,22000,100000,,,122000,1
22,57,57.001,200,365,4,21,1854,2,1,1856,1855,2,3,1,3,1,22000,100000,,,122000,3
22,57,57.001,200,365,4,21,1854,2,1,1856,1856,2,3,1,3,1,22000,100000,,,122000,2
22,57,57.001,365,200,4,21,1854,2,1,1856,1854,3,2,3,1,3,100000,22000,,,122000,1
22,57,57.001,365,200,4,21,1854,2,1,1856,1855,3,2,3,1,3,100000,22000,,,122000,2
22,57,57.001,365,200,4,21,1854,2,1,1856,1856,3,2,3,1,3,100000,22000,,,122000,3
22,57,57.002,220,365,4,21,1854,3,1,1856,1854,2,3,1,3,1,95000,100000,,,195000,1
22,57,57.002,220,365,4,21,1854,3,1,1856,1855,2,3,1,3,1,95000,100000,,,195000,3
22,57,57.002,220,365,4,21,1854,3,1,1856,1856,2,3,1,3,1,95000,100000,,,195000,2
22,57,57.002,365,220,4,21,1854,3,1,1856,1854,3,2,3,1,3,100000,95000,,,195000,1
22,57,57.002,365,220,4,21,1854,3,1,1856,1855,3,2,3,1,3,100000,95000,,,195000,3
22,57,57.002,365,220,4,21,1854,3,1,1856,1856,3,2,3,1,3,100000,95000,,,195000,2
22,57,57.004,325,365,1,10,1855,2,1,1856,1855,2,3,1,3,1,2200,100000,,,102200,1
22,57,57.004,325,365,1,10,1855,2,1,1856,1856,2,3,1,3,1,2200,100000,,,102200,2
22,57,57.004,365,325,1,10,1855,2,1,1856,1855,3,2,3,1,3,100000,2200,,,102200,1
22,57,57.004,365,325,1,10,1855,2,1,1856,1856,3,2,3,1,3,100000,2200,,,102200,2
22,57,57.005,365,640,11,2,1853,2,1,1856,1853,3,1,3,1,3,100000,45000,,,145000,3
22,57,57.005,365,640,11,2,1853,2,1,1856,1854,3,1,3,1,3,100000,45000,,,145000,1
22,57,57.005,365,640,11,2,1853,2,1,1856,1855,3,1,3,1,3,100000,45000,,,145000,2
22,57,57.005,365,640,11,2,1853,2,1,1856,1856,3,1,3,1,3,100000,45000,,,145000,4
22,57,57.005,640,365,11,2,1853,2,1,1856,1853,1,3,1,3,1,45000,100000,,,145000,4
22,57,57.005,640,365,11,2,1853,2,1,1856,1854,1,3,1,3,1,45000,100000,,,145000,2
22,57,57.005,640,365,11,2,1853,2,1,1856,1855,1,3,1,3,1,45000,100000,,,145000,1
22,57,57.005,640,365,11,2,1853,2,1,1856,1856,1,3,1,3,1,45000,100000,,,145000,3
25,8,8.001,200,630,11,1,1856,4,5,1857,1856,1,3,1,3,1,500,1500,,,2000,2
25,8,8.001,200,630,11,1,1856,4,5,1857,1857,1,3,1,3,1,500,1500,,,2000,1
25,8,8.001,630,200,11,1,1856,4,5,1857,1856,3,1,3,1,3,1500,500,,,2000,2
25,8,8.001,630,200,11,1,1856,4,5,1857,1857,3,1,3,1,3,1500,500,,,2000,1
28,115,115.002,220,300,5,20,1859,7,11,1859,1859,1,3,1,3,1,12500,7500,,,20000,1
28,115,115.002,300,220,5,20,1859,7,11,1859,1859,3,1,3,1,3,7500,12500,,,20000,1
28,115,115.004,300,325,4,29,1859,7,11,1859,1859,1,3,1,3,3,12500,2500,,,15000,1
28,115,115.004,325,300,4,29,1859,7,11,1859,1859,3,1,3,1,1,2500,12500,,,15000,1
31,1580,1580.001,230,600,10,22,1859,3,25,1860,1859,1,3,1,3,1,4000,6000,,,10000,2
31,1580,1580.001,230,600,10,22,1859,3,25,1860,1860,1,3,1,3,1,4000,6000,,,10000,1
31,1580,1580.001,600,230,10,22,1859,3,25,1860,1859,3,1,3,1,3,6000,4000,,,10000,2
31,1580,1580.001,600,230,10,22,1859,3,25,1860,1860,3,1,3,1,3,6000,4000,,,10000,1
34,112,112.002,325,327,9,10,1860,9,29,1860,1860,1,3,1,3,1,300,700,,,1000,1
34,112,112.002,327,325,9,10,1860,9,29,1860,1860,3,1,3,1,3,700,300,,,1000,1
37,113,113.002,325,329,11,3,1860,2,13,1861,1860,1,3,1,3,1,600,400,,,1000,2
37,113,113.002,325,329,11,3,1860,2,13,1861,1861,1,3,1,3,1,600,400,,,1000,1
37,113,113.002,329,325,11,3,1860,2,13,1861,1860,3,1,3,1,3,400,600,,,1000,1
37,113,113.002,329,325,11,3,1860,2,13,1861,1861,3,1,3,1,3,400,600,,,1000,2
40,135,135.002,70,220,5,5,1862,2,5,1867,1862,3,1,3,1,1,12000,8000,,,20000,1
40,135,135.002,70,220,5,5,1862,2,5,1867,1863,3,1,3,1,1,12000,8000,,,20000,5
40,135,135.002,70,220,5,5,1862,2,5,1867,1864,3,1,3,1,1,12000,8000,,,20000,6
40,135,135.002,70,220,5,5,1862,2,5,1867,1865,3,1,3,1,1,12000,8000,,,20000,4
40,135,135.002,70,220,5,5,1862,2,5,1867,1866,3,1,3,1,1,12000,8000,,,20000,2
40,135,135.002,70,220,5,5,1862,2,5,1867,1867,3,1,3,1,1,12000,8000,,,20000,3
40,135,135.002,220,70,5,5,1862,2,5,1867,1862,1,3,1,3,3,8000,12000,,,20000,4
40,135,135.002,220,70,5,5,1862,2,5,1867,1863,1,3,1,3,3,8000,12000,,,20000,1
40,135,135.002,220,70,5,5,1862,2,5,1867,1864,1,3,1,3,3,8000,12000,,,20000,2
40,135,135.002,220,70,5,5,1862,2,5,1867,1865,1,3,1,3,3,8000,12000,,,20000,6
40,135,135.002,220,70,5,5,1862,2,5,1867,1866,1,3,1,3,3,8000,12000,,,20000,3
40,135,135.002,220,70,5,5,1862,2,5,1867,1867,1,3,1,3,3,8000,12000,,,20000,5
43,1519,1519.001,100,130,12,6,1863,12,6,1863,1863,3,1,3,1,1,300,700,,,1000,1
43,1519,1519.001,130,100,12,6,1863,12,6,1863,1863,1,3,1,3,3,700,300,,,1000,1
46,194,194.002,255,390,2,1,1864,7,20,1864,1864,1,3,1,3,1,1048,2933,,,3981,1
46,194,194.002,390,255,2,1,1864,7,20,1864,1864,3,1,3,1,3,2933,1048,,,3981,1
46,194,194.007,300,390,2,1,1864,7,20,1864,1864,1,3,1,3,1,500,2933,,,3433,1
46,194,194.007,390,300,2,1,1864,7,20,1864,1864,3,1,3,1,3,2933,500,,,3433,1
49,1590,1590.001,140,150,12,23,1864,3,1,1870,1864,3,1,3,1,1,100000,200000,,,300000,1
49,1590,1590.001,140,150,12,23,1864,3,1,1870,1865,3,1,3,1,1,100000,200000,,,300000,7
49,1590,1590.001,140,150,12,23,1864,3,1,1870,1866,3,1,3,1,1,100000,200000,,,300000,6
49,1590,1590.001,140,150,12,23,1864,3,1,1870,1867,3,1,3,1,1,100000,200000,,,300000,4
49,1590,1590.001,140,150,12,23,1864,3,1,1870,1868,3,1,3,1,1,100000,200000,,,300000,3
49,1590,1590.001,140,150,12,23,1864,3,1,1870,1869,3,1,3,1,1,100000,200000,,,300000,2
49,1590,1590.001,140,150,12,23,1864,3,1,1870,1870,3,1,3,1,1,100000,200000,,,300000,5
49,1590,1590.001,150,140,12,23,1864,3,1,1870,1864,1,3,1,3,3,200000,100000,,,300000,1
49,1590,1590.001,150,140,12,23,1864,3,1,1870,1865,1,3,1,3,3,200000,100000,,,300000,5
49,1590,1590.001,150,140,12,23,1864,3,1,1870,1866,1,3,1,3,3,200000,100000,,,300000,4
49,1590,1590.001,150,140,12,23,1864,3,1,1870,1867,1,3,1,3,3,200000,100000,,,300000,3
49,1590,1590.001,150,140,12,23,1864,3,1,1870,1868,1,3,1,3,3,200000,100000,,,300000,2
49,1590,1590.001,150,140,12,23,1864,3,1,1870,1869,1,3,1,3,3,200000,100000,,,300000,7
49,1590,1590.001,150,140,12,23,1864,3,1,1870,1870,1,3,1,3,3,200000,100000,,,300000,6
49,1590,1590.002,150,160,4,13,1865,3,1,1870,1865,1,4,1,3,3,200000,10000,,,210000,5
49,1590,1590.002,150,160,4,13,1865,3,1,1870,1866,1,4,1,3,3,200000,10000,,,210000,4
49,1590,1590.002,150,160,4,13,1865,3,1,1870,1867,1,4,1,3,3,200000,10000,,,210000,1
49,1590,1590.002,150,160,4,13,1865,3,1,1870,1868,1,4,1,3,3,200000,10000,,,210000,3
49,1590,1590.002,150,160,4,13,1865,3,1,1870,1869,1,4,1,3,3,200000,10000,,,210000,6
49,1590,1590.002,150,160,4,13,1865,3,1,1870,1870,1,4,1,3,3,200000,10000,,,210000,2
49,1590,1590.002,160,150,4,13,1865,3,1,1870,1865,4,1,3,1,1,10000,200000,,,210000,6
49,1590,1590.002,160,150,4,13,1865,3,1,1870,1866,4,1,3,1,1,10000,200000,,,210000,5
49,1590,1590.002,160,150,4,13,1865,3,1,1870,1867,4,1,3,1,1,10000,200000,,,210000,2
49,1590,1590.002,160,150,4,13,1865,3,1,1870,1868,4,1,3,1,1,10000,200000,,,210000,1
49,1590,1590.002,160,150,4,13,1865,3,1,1870,1869,4,1,3,1,1,10000,200000,,,210000,3
49,1590,1590.002,160,150,4,13,1865,3,1,1870,1870,4,1,3,1,1,10000,200000,,,210000,4
52,1482,1482.002,135,230,1,14,1866,5,9,1866,1866,4,1,3,1,1,600,300,,,900,1
52,1482,1482.002,230,135,1,14,1866,5,9,1866,1866,1,4,1,3,3,300,600,,,900,1
52,1482,1482.004,155,230,11,26,1865,5,9,1866,1865,3,1,1,3,1,100,300,,,400,2
52,1482,1482.004,155,230,11,26,1865,5,9,1866,1866,3,1,1,3,1,100,300,,,400,1
52,1482,1482.004,230,155,11,26,1865,5,9,1866,1865,1,3,3,1,3,300,100,,,400,2
52,1482,1482.004,230,155,11,26,1865,5,9,1866,1866,1,3,3,1,3,300,100,,,400,1
55,261,261.001,240,255,6,27,1866,7,3,1866,1866,3,1,3,1,3,500,10100,,,10600,1
55,261,261.001,255,240,6,27,1866,7,3,1866,1866,1,3,1,3,1,10100,500,,,10600,1
55,261,261.002,240,280,6,27,1866,7,3,1866,1866,3,2,3,1,3,500,100,,,600,1
55,261,261.002,280,240,6,27,1866,7,3,1866,1866,2,3,1,3,1,100,500,,,600,1
55,261,261.003,240,325,6,24,1866,7,20,1866,1866,3,2,3,1,3,500,4000,,,4500,1
55,261,261.003,325,240,6,24,1866,7,20,1866,1866,2,3,1,3,1,4000,500,,,4500,1
55,261,261.004,245,255,6,27,1866,7,3,1866,1866,3,1,3,1,3,500,10100,,,10600,1
55,261,261.004,255,245,6,27,1866,7,3,1866,1866,1,3,1,3,1,10100,500,,,10600,1
55,261,261.005,245,280,6,27,1866,7,3,1866,1866,3,2,3,1,3,500,100,,,600,1
55,261,261.005,280,245,6,27,1866,7,3,1866,1866,2,3,1,3,1,100,500,,,600,1
55,261,261.006,245,325,6,24,1866,7,20,1866,1866,3,2,3,1,3,500,4000,,,4500,1
55,261,261.006,325,245,6,24,1866,7,20,1866,1866,2,3,1,3,1,4000,500,,,4500,1
55,261,261.007,255,267,6,27,1866,7,3,1866,1866,1,3,1,3,1,10100,100,,,10200,1
55,261,261.007,267,255,6,27,1866,7,3,1866,1866,3,1,3,1,3,100,10100,,,10200,1
55,261,261.008,255,269,6,27,1866,7,3,1866,1866,1,3,1,3,1,10100,600,,,10700,1
55,261,261.008,269,255,6,27,1866,7,3,1866,1866,3,1,3,1,3,600,10100,,,10700,1
55,261,261.009,255,271,6,27,1866,7,3,1866,1866,1,3,1,3,1,10100,100,,,10200,1
55,261,261.009,271,255,6,27,1866,7,3,1866,1866,3,1,3,1,3,100,10100,,,10200,1
55,261,261.01,255,273,6,27,1866,7,3,1866,1866,1,3,1,3,1,10100,100,,,10200,1
55,261,261.01,273,255,6,27,1866,7,3,1866,1866,3,1,3,1,3,100,10100,,,10200,1
55,261,261.011,255,275,6,27,1866,7,3,1866,1866,1,3,1,3,1,10100,100,,,10200,1
55,261,261.011,275,255,6,27,1866,7,3,1866,1866,3,1,3,1,3,100,10100,,,10200,1
55,261,261.012,255,300,6,27,1866,7,3,1866,1866,1,3,1,3,1,10100,28000,,,38100,1
55,261,261.012,300,255,6,27,1866,7,3,1866,1866,3,1,1,3,3,28000,10100,,,38100,1
55,261,261.013,267,280,6,27,1866,7,3,1866,1866,3,2,3,1,3,100,100,,,200,1
55,261,261.013,280,267,6,27,1866,7,3,1866,1866,2,3,1,3,1,100,100,,,200,1
55,261,261.014,267,325,6,24,1866,7,20,1866,1866,3,2,3,1,3,100,4000,,,4100,1
55,261,261.014,325,267,6,24,1866,7,20,1866,1866,2,3,1,3,1,4000,100,,,4100,1
55,261,261.015,269,280,6,27,1866,7,3,1866,1866,3,2,3,1,3,600,100,,,700,1
55,261,261.015,280,269,6,27,1866,7,3,1866,1866,2,3,1,3,1,100,600,,,700,1
55,261,261.016,269,325,6,24,1866,7,20,1866,1866,3,2,3,1,3,600,4000,,,4600,1
55,261,261.016,325,269,6,24,1866,7,20,1866,1866,2,3,1,3,1,4000,600,,,4600,1
55,261,261.017,271,280,6,27,1866,7,3,1866,1866,3,2,3,1,3,100,100,,,200,1
55,261,261.017,280,271,6,27,1866,7,3,1866,1866,2,3,1,3,1,100,100,,,200,1
55,261,261.018,271,325,6,24,1866,7,20,1866,1866,3,2,3,1,3,100,4000,,,4100,1
55,261,261.018,325,271,6,24,1866,7,20,1866,1866,2,3,1,3,1,4000,100,,,4100,1
55,261,261.019,273,280,6,27,1866,7,3,1866,1866,3,2,3,1,3,100,100,,,200,1
55,261,261.019,280,273,6,27,1866,7,3,1866,1866,2,3,1,3,1,100,100,,,200,1
55,261,261.02,273,325,6,24,1866,7,20,1866,1866,3,2,3,1,3,100,4000,,,4100,1
55,261,261.02,325,273,6,24,1866,7,20,1866,1866,2,3,1,3,1,4000,100,,,4100,1
55,261,261.021,275,280,6,27,1866,7,3,1866,1866,3,2,3,1,3,100,100,,,200,1
55,261,261.021,280,275,6,27,1866,7,3,1866,1866,2,3,1,3,1,100,100,,,200,1
55,261,261.022,275,325,6,24,1866,7,20,1866,1866,3,2,3,1,3,100,4000,,,4100,1
55,261,261.022,325,275,6,24,1866,7,20,1866,1866,2,3,1,3,1,4000,100,,,4100,1
55,261,261.023,280,300,6,27,1866,7,3,1866,1866,2,3,1,3,1,100,28000,,,28100,1
55,261,261.023,300,280,6,27,1866,7,3,1866,1866,3,2,1,3,3,28000,100,,,28100,1
55,261,261.024,300,325,6,24,1866,7,20,1866,1866,3,2,3,1,3,32500,4000,,,36500,1
55,261,261.024,325,300,6,24,1866,7,20,1866,1866,2,3,1,3,1,4000,32500,,,36500,1
58,88,88.001,220,245,8,4,1870,11,15,1870,1870,3,2,3,1,3,152000,5600,,,157600,1
58,88,88.001,245,220,8,4,1870,11,15,1870,1870,2,3,1,3,1,5600,152000,,,157600,1
58,88,88.002,220,255,8,4,1870,2,15,1871,1870,3,1,3,1,3,152000,44781,,,196781,1
58,88,88.002,220,255,8,4,1870,2,15,1871,1871,3,1,3,1,3,152000,44781,,,196781,2
58,88,88.002,255,220,8,4,1870,2,15,1871,1870,1,3,1,3,1,44781,152000,,,196781,1
58,88,88.002,255,220,8,4,1870,2,15,1871,1871,1,3,1,3,1,44781,152000,,,196781,2
58,88,88.003,220,267,8,4,1870,11,22,1870,1870,3,2,3,1,3,152000,956,,,152956,1
58,88,88.003,267,220,8,4,1870,11,22,1870,1870,2,3,1,3,1,956,152000,,,152956,1
58,88,88.004,220,271,8,4,1870,11,25,1870,1870,3,2,3,1,3,152000,976,,,152976,1
58,88,88.004,271,220,8,4,1870,11,25,1870,1870,2,3,1,3,1,976,152000,,,152976,1
60,1533,1533.001,90,92,3,20,1876,4,25,1876,1876,1,3,1,3,1,2000,2000,,,4000,1
60,1533,1533.001,92,90,3,20,1876,4,25,1876,1876,3,1,3,1,3,2000,2000,,,4000,1
61,187,187.001,365,640,5,11,1877,1,31,1878,1877,1,3,1,3,1,120000,165000,,,285000,1
61,187,187.001,365,640,5,11,1877,1,31,1878,1878,1,3,1,3,1,120000,165000,,,285000,2
61,187,187.001,640,365,5,11,1877,1,31,1878,1877,3,1,3,1,3,165000,120000,,,285000,1
61,187,187.001,640,365,5,11,1877,1,31,1878,1878,3,1,3,1,3,165000,120000,,,285000,2
64,1518,1518.001,135,155,5,21,1879,6,10,1883,1879,4,1,1,3,3,9672,3276,,,12948,5
64,1518,1518.001,135,155,5,21,1879,6,10,1883,1880,4,1,1,3,3,9672,3276,,,12948,2
64,1518,1518.001,135,155,5,21,1879,6,10,1883,1881,4,1,1,3,3,9672,3276,,,12948,4
64,1518,1518.001,135,155,5,21,1879,6,10,1883,1882,4,1,1,3,3,9672,3276,,,12948,3
64,1518,1518.001,135,155,5,21,1879,6,10,1883,1883,4,1,1,3,3,9672,3276,,,12948,1
64,1518,1518.001,155,135,5,21,1879,6,10,1883,1879,1,4,3,1,1,3276,9672,,,12948,4
64,1518,1518.001,155,135,5,21,1879,6,10,1883,1880,1,4,3,1,1,3276,9672,,,12948,1
64,1518,1518.001,155,135,5,21,1879,6,10,1883,1881,1,4,3,1,1,3276,9672,,,12948,2
64,1518,1518.001,155,135,5,21,1879,6,10,1883,1882,1,4,3,1,1,3276,9672,,,12948,3
64,1518,1518.001,155,135,5,21,1879,6,10,1883,1883,1,4,3,1,1,3276,9672,,,12948,5
64,1518,1518.002,145,155,2,14,1879,5,26,1880,1879,3,1,3,1,3,920,3276,,,4196,1
64,1518,1518.002,145,155,2,14,1879,5,26,1880,1880,3,1,3,1,3,920,3276,,,4196,2
64,1518,1518.002,155,145,2,14,1879,5,26,1880,1879,1,3,1,3,1,3276,920,,,4196,1
64,1518,1518.002,155,145,2,14,1879,5,26,1880,1880,1,3,1,3,1,3276,920,,,4196,2
65,3725,3725.001,200,651,7,11,1882,9,15,1882,1882,1,3,1,3,1,79,10000,,,10079,1
65,3725,3725.001,651,200,7,11,1882,9,15,1882,1882,3,1,3,1,3,10000,79,,,10079,1
67,202,202.001,220,710,6,23,1884,3,24,1885,1884,1,3,1,3,1,2100,10000,,,12100,2
67,202,202.001,220,710,6,23,1884,3,24,1885,1885,1,3,1,3,1,2100,10000,,,12100,1
67,202,202.001,710,220,6,23,1884,3,24,1885,1884,3,1,3,1,3,10000,2100,,,12100,1
67,202,202.001,710,220,6,23,1884,3,24,1885,1885,3,1,3,1,3,10000,2100,,,12100,2
70,1535,1535.003,90,92,3,28,1885,4,15,1885,1885,1,3,1,3,3,800,200,,,1000,1
70,1535,1535.003,92,90,3,28,1885,4,15,1885,1885,3,1,3,1,1,200,800,,,1000,1
73,1490,1490.001,710,740,7,25,1894,3,30,1895,1894,3,1,3,1,3,10000,5000,,,15000,2
73,1490,1490.001,710,740,7,25,1894,3,30,1895,1895,3,1,3,1,3,10000,5000,,,15000,1
73,1490,1490.001,740,710,7,25,1894,3,30,1895,1894,1,3,1,3,1,5000,10000,,,15000,2
73,1490,1490.001,740,710,7,25,1894,3,30,1895,1895,1,3,1,3,1,5000,10000,,,15000,1
76,1569,1569.001,350,640,2,15,1897,5,19,1897,1897,1,3,1,3,3,600,1400,,,2000,1
76,1569,1569.001,640,350,2,15,1897,5,19,1897,1897,3,1,3,1,1,1400,600,,,2000,1
79,1557,1557.001,2,230,5,1,1898,6,17,1898,1898,1,3,1,3,1,2910,775,,,3685,1
79,1557,1557.001,230,2,5,1,1898,6,17,1898,1898,3,1,3,1,3,775,2910,,,3685,1
82,31,31.001,2,710,6,17,1900,8,15,1900,1900,1,3,1,3,1,21,2000,,,2021,1
82,31,31.001,710,2,6,17,1900,8,15,1900,1900,3,1,3,1,3,2000,21,,,2021,1
82,31,31.002,200,710,6,17,1900,8,15,1900,1900,1,3,1,3,1,34,2000,,,2034,1
82,31,31.002,710,200,6,17,1900,8,15,1900,1900,3,1,3,1,3,2000,34,,,2034,1
82,31,31.003,220,710,6,17,1900,8,15,1900,1900,1,3,1,3,1,24,2000,,,2024,1
82,31,31.003,710,220,6,17,1900,8,15,1900,1900,3,1,3,1,3,2000,24,,,2024,1
82,31,31.007,365,710,6,17,1900,8,15,1900,1900,1,3,1,3,1,302,2000,,,2302,1
82,31,31.007,710,365,6,17,1900,8,15,1900,1900,3,1,3,1,3,2000,302,,,2302,1
82,31,31.008,710,740,6,17,1900,8,15,1900,1900,3,1,3,1,3,2000,602,,,2602,1
82,31,31.008,740,710,6,17,1900,8,15,1900,1900,1,3,1,3,1,602,2000,,,2602,1
83,3250,3250.001,365,710,7,30,1900,10,10,1900,1900,1,3,1,3,1,242,3578,,,3820,1
83,3250,3250.001,710,365,7,30,1900,10,10,1900,1900,3,1,3,1,3,3578,242,,,3820,1
85,180,180.002,365,740,2,8,1904,7,7,1905,1904,3,1,3,1,3,71453,80378,,,151831,1
85,180,180.002,365,740,2,8,1904,7,7,1905,1905,3,1,3,1,3,71453,80378,,,151831,2
85,180,180.002,740,365,2,8,1904,7,7,1905,1904,1,3,1,3,1,80378,71453,,,151831,2
85,180,180.002,740,365,2,8,1904,7,7,1905,1905,1,3,1,3,1,80378,71453,,,151831,1
88,1205,1205.001,90,91,7,9,1906,7,17,1906,1906,3,2,3,1,1,400,300,,,700,1
88,1205,1205.001,91,90,7,9,1906,7,17,1906,1906,2,3,1,3,3,300,400,,,700,1
88,1205,1205.002,90,92,7,9,1906,7,17,1906,1906,3,1,3,1,1,400,300,,,700,1
88,1205,1205.002,92,90,7,9,1906,7,17,1906,1906,1,3,1,3,3,300,400,,,700,1
91,1202,1202.002,91,93,2,19,1907,4,23,1907,1907,3,1,3,1,3,300,400,,,700,1
91,1202,1202.002,93,91,2,19,1907,4,23,1907,1907,1,3,1,3,1,400,300,,,700,1
91,1202,1202.003,92,93,3,18,1907,4,23,1907,1907,4,1,3,1,3,300,400,,,700,1
91,1202,1202.003,93,92,3,18,1907,4,23,1907,1907,1,4,1,3,1,400,300,,,700,1
94,1086,1086.001,230,600,7,27,1909,3,23,1910,1909,3,1,3,1,1,2000,8000,,,10000,2
94,1086,1086.001,230,600,7,27,1909,3,23,1910,1910,3,1,3,1,1,2000,8000,,,10000,1
94,1086,1086.001,600,230,7,27,1909,3,23,1910,1909,1,3,1,3,3,8000,2000,,,10000,1
94,1086,1086.001,600,230,7,27,1909,3,23,1910,1910,1,3,1,3,3,8000,2000,,,10000,2
97,114,114.001,325,640,9,29,1911,10,18,1912,1911,1,3,1,3,1,6000,14000,,,20000,2
97,114,114.001,325,640,9,29,1911,10,18,1912,1912,1,3,1,3,1,6000,14000,,,20000,1
97,114,114.001,640,325,9,29,1911,10,18,1912,1911,3,1,3,1,3,14000,6000,,,20000,1
97,114,114.001,640,325,9,29,1911,10,18,1912,1912,3,1,3,1,3,14000,6000,,,20000,2
100,1250,1250.001,345,640,10,17,1912,4,19,1913,1912,1,3,1,3,1,15000,30000,,,45000,2
100,1250,1250.001,345,640,10,17,1912,4,19,1913,1913,1,3,1,3,1,15000,30000,,,45000,1
100,1250,1250.001,640,345,10,17,1912,4,19,1913,1912,3,1,3,1,3,30000,15000,,,45000,1
100,1250,1250.001,640,345,10,17,1912,4,19,1913,1913,3,1,3,1,3,30000,15000,,,45000,2
100,1250,1250.002,350,640,10,17,1912,4,19,1913,1912,2,3,1,3,1,5000,30000,,,35000,1
100,1250,1250.002,350,640,10,17,1912,4,19,1913,1913,2,3,1,3,1,5000,30000,,,35000,2
100,1250,1250.002,640,350,10,17,1912,4,19,1913,1912,3,2,3,1,3,30000,5000,,,35000,2
100,1250,1250.002,640,350,10,17,1912,4,19,1913,1913,3,2,3,1,3,30000,5000,,,35000,1
100,1250,1250.003,355,640,10,17,1912,4,19,1913,1912,2,3,1,3,1,5000,32000,,,37000,1
100,1250,1250.003,355,640,10,17,1912,4,19,1913,1913,2,3,1,3,1,5000,32000,,,37000,2
100,1250,1250.003,640,355,10,17,1912,4,19,1913,1912,3,2,3,1,3,32000,5000,,,37000,1
100,1250,1250.003,640,355,10,17,1912,4,19,1913,1913,3,2,3,1,3,32000,5000,,,37000,2
103,1251,1251.001,345,355,6,29,1913,7,30,1913,1913,3,1,3,1,1,18500,18000,,,36500,1
103,1251,1251.001,355,345,6,29,1913,7,30,1913,1913,1,3,1,3,3,18000,18500,,,36500,1
103,1251,1251.002,350,355,6,29,1913,7,30,1913,1913,3,1,3,1,1,2500,18000,,,20500,1
103,1251,1251.002,355,350,6,29,1913,7,30,1913,1913,1,3,1,3,3,18000,2500,,,20500,1
