"","country","year","service","subservice","equipment_type","equipment_subtype","equipment_name","equipment_subname","unit_name","unit_count"
"617","malaysia","2001","army",NA,"armoured fighting vehicles",NA,"LT TK",NA,"Scorpion-90","26"
"618","malaysia","2001","army",NA,"armoured fighting vehicles",NA,"RECCE",NA,"SIBMAS","162"
"619","malaysia","2001","army",NA,"armoured fighting vehicles",NA,"LT TK",NA,"Scorpion-90","26"
"620","malaysia","2001","army",NA,"armoured fighting vehicles",NA,"RECCE",NA,"SIBMAS","162"
"621","slovenia","2001","army","air element","surface-to-surface missile launchers","missiles","SAM",NA,"SP","9"
"622","slovenia","2001","army","air element","surface-to-surface missile launchers","missiles","SAM",NA,"SP","9"
"623","argentina","2002","air force","air operations command","aircraft",NA,"TKR",NA,"IA-50","3"
"624","bangladesh","2002","navy",NA,"logistics and support",NA,"AOT",NA,NA,"1"
"625","bangladesh","2002","navy",NA,"logistics and support",NA,"AOT",NA,NA,"1"
"626","bangladesh","2002","navy",NA,"logistics and support",NA,"AOT",NA,NA,"1"
"627","bangladesh","2002","navy",NA,"logistics and support",NA,"AOT",NA,NA,"1"
"628","bolivia","2002","air force",NA,"aircraft",NA,"TRG/COIN",NA,"PC-7","19"
"629","bolivia","2002","air force",NA,"aircraft",NA,"TRG/COIN",NA,"PC-7","19"
"630","bolivia","2002","air force",NA,"aircraft",NA,"TRG/COIN",NA,"PC-7","19"
"631","india","2002","navy",NA,"logistics and support",NA,"AOT",NA,NA,"3"
"632","india","2002","navy",NA,"logistics and support",NA,"AOT",NA,NA,"3"
"633","korea, dpr of","2002","air force",NA,"helicopters",NA,"TPT","medium","Mi-8 Hip/Mi-17 Hip H","15"
"634","korea, dpr of","2002","air force",NA,"helicopters",NA,"TPT","medium","Z-5","48"
"635","korea, dpr of","2002","air force",NA,"helicopters",NA,"TPT","light","PZL Mi-2 Hoplite","139"
"636","korea, dpr of","2002","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-75 Dvina (SA-2 Guideline)","15"
"637","korea, dpr of","2002","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-125 Pechora (SA-3 Goa)","2"
"638","korea, dpr of","2002","air force",NA,"air defence",NA,"STATIC/SHELTER",NA,"S-200 (SA-5 Gammon)","2"
"639","korea, dpr of","2002","air force",NA,"helicopters",NA,"TPT","medium","Mi-8 Hip/Mi-17 Hip H","15"
"640","korea, dpr of","2002","air force",NA,"helicopters",NA,"TPT","medium","Z-5","48"
"641","korea, dpr of","2002","air force",NA,"helicopters",NA,"TPT","light","PZL Mi-2 Hoplite","139"
"642","korea, dpr of","2002","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-75 Dvina (SA-2 Guideline)","15"
"643","korea, dpr of","2002","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-125 Pechora (SA-3 Goa)","2"
"644","korea, dpr of","2002","air force",NA,"air defence",NA,"STATIC/SHELTER",NA,"S-200 (SA-5 Gammon)","2"
"645","slovenia","2002","army","air element","surface-to-surface missile launchers","missiles","SAM",NA,"SP","9"
"646","slovenia","2002","army","air element","surface-to-surface missile launchers","missiles","SAM",NA,"SP","9"
"647","bangladesh","2003","navy",NA,"logistics and support",NA,"AOT",NA,NA,"1"
"648","bangladesh","2003","navy",NA,"logistics and support",NA,"AOT",NA,NA,"1"
"649","bangladesh","2003","navy",NA,"logistics and support",NA,"AOT",NA,NA,"1"
"650","bangladesh","2003","navy",NA,"logistics and support",NA,"AOT",NA,NA,"1"
"651","bolivia","2004","army",NA,"armoured fighting vehicles",NA,"LT TK",NA,"SK-105A1 Kuerassier","36"
"652","bolivia","2004","army",NA,"armoured fighting vehicles",NA,"RECCE",NA,"EE-9 Cascavel","24"
"653","bolivia","2004","army",NA,"armoured fighting vehicles",NA,"APC(T)",NA,"M113","18"
"654","bolivia","2003","air force",NA,"aircraft",NA,"TRG/COIN",NA,"PC-7","19"
"655","bolivia","2003","air force",NA,"aircraft",NA,"TRG/COIN",NA,"PC-7","19"
"656","bolivia","2003","air force",NA,"aircraft",NA,"TRG/COIN",NA,"PC-7","19"
"657","france","2003","strategic nuclear forces","navy","submarines",NA,"SSBN","strategic","L'Inflexible","1"
"658","france","2003","strategic nuclear forces","navy","submarines",NA,"SSBN","strategic","L'Inflexible","1"
"659","georgia","2004","air force",NA,"aircraft",NA,"ATK",NA,"SU-25","1"
"660","georgia","2004","air force",NA,"aircraft",NA,"ATK",NA,"SU-25K","5"
"661","georgia","2004","air force",NA,"aircraft",NA,"ATK",NA,"SU-25UB","1"
"662","india","2003","navy",NA,"logistics and support",NA,"AOT",NA,NA,"3"
"663","india","2003","navy",NA,"logistics and support",NA,"AOT",NA,NA,"3"
"664","italy","2003","navy",NA,"logistics and support",NA,"AGOR",NA,NA,"3"
"665","italy","2003","navy",NA,"logistics and support",NA,"AGOR",NA,NA,"3"
"666","korea, dpr of","2003","navy",NA,"patrol and coastal combatants","missile craft","FS",NA,"Sariwon","4"
"667","korea, dpr of","2003","navy",NA,"patrol and coastal combatants","missile craft","FS",NA,"Tral","2"
"668","korea, dpr of","2003","navy",NA,"patrol and coastal combatants","missile craft","FS",NA,"Sariwon","4"
"669","korea, dpr of","2003","navy",NA,"patrol and coastal combatants","missile craft","FS",NA,"Tral","2"
"670","united kingdom","2003","navy","naval aviation (fleet air arm)","aircraft",NA,"TRG",NA,"Hawk","14"
"671","united kingdom","2003","navy","naval aviation (fleet air arm)","aircraft",NA,"TRG",NA,"Hawk","14"
"672","yemen","2003","air force",NA,"aircraft",NA,"FTR",NA,"MiG-21 Fishbed","16"
"673","yemen","2003","air force",NA,"aircraft",NA,"FTR",NA,"MiG-21 Fishbed","16"
"674","bangladesh","2004","navy",NA,"logistics and support",NA,"AOT",NA,NA,"1"
"675","bangladesh","2004","navy",NA,"logistics and support",NA,"AOT",NA,NA,"1"
"676","bangladesh","2004","navy",NA,"logistics and support",NA,"AOT",NA,NA,"1"
"677","bangladesh","2004","navy",NA,"logistics and support",NA,"AOT",NA,NA,"1"
"678","bolivia","2004","army",NA,"armoured fighting vehicles",NA,"LT TK",NA,"SK-105A1 Kuerassier","36"
"679","bolivia","2004","army",NA,"armoured fighting vehicles",NA,"RECCE",NA,"EE-9 Cascavel","24"
"680","bolivia","2004","army",NA,"armoured fighting vehicles",NA,"APC(T)",NA,"M113","18"
"681","bolivia","2004","air force",NA,"aircraft",NA,"TRG/COIN",NA,"PC-7","19"
"682","bolivia","2004","air force",NA,"aircraft",NA,"TRG/COIN",NA,"PC-7","19"
"683","bolivia","2004","air force",NA,"aircraft",NA,"TRG/COIN",NA,"PC-7","19"
"684","france","2004","strategic nuclear forces","navy","submarines",NA,"SSBN","strategic","L'Inflexible","1"
"685","france","2004","strategic nuclear forces","navy","submarines",NA,"SSBN","strategic","L'Inflexible","1"
"686","georgia","2004","air force",NA,"aircraft",NA,"ATK",NA,"SU-25","1"
"687","georgia","2004","air force",NA,"aircraft",NA,"ATK",NA,"SU-25K","5"
"688","georgia","2004","air force",NA,"aircraft",NA,"ATK",NA,"SU-25UB","1"
"689","italy","2004","navy",NA,"logistics and support",NA,"AGOR",NA,NA,"3"
"690","italy","2004","navy",NA,"logistics and support",NA,"ARS",NA,NA,"1"
"691","italy","2004","navy",NA,"logistics and support",NA,"AGOR",NA,NA,"3"
"692","italy","2004","navy",NA,"logistics and support",NA,"ARS",NA,NA,"1"
"693","korea, dpr of","2004","navy",NA,"patrol and coastal combatants","missile craft","FS",NA,"Tral","2"
"694","korea, dpr of","2004","navy",NA,"patrol and coastal combatants","missile craft","FS",NA,"Tral","2"
"695","korea, dpr of","2004","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-75 Dvina (SA-2 Guideline)","40"
"696","korea, dpr of","2004","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-125 Pechora (SA-3 Goa)","7"
"697","korea, dpr of","2004","air force",NA,"air defence",NA,"STATIC/SHELTER",NA,"S-200 (SA-5 Gammon)","2"
"698","korea, dpr of","2004","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-75 Dvina (SA-2 Guideline)","40"
"699","korea, dpr of","2004","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-125 Pechora (SA-3 Goa)","7"
"700","korea, dpr of","2004","air force",NA,"air defence",NA,"STATIC/SHELTER",NA,"S-200 (SA-5 Gammon)","2"
"701","yemen","2004","air force",NA,"aircraft",NA,"FTR",NA,"MiG-21 Fishbed","16"
"702","yemen","2004","air force",NA,"aircraft",NA,"FTR",NA,"MiG-21 Fishbed","16"
"703","bahamas","2006","royal bahamian defence force",NA,"patrol and coastal combatants",NA,"PCO",NA,"Bahamas","2"
"704","bahamas","2006","royal bahamian defence force",NA,"patrol and coastal combatants","inshore","PCI",NA,"Cape","1"
"705","bahamas","2006","royal bahamian defence force",NA,"patrol and coastal combatants","inshore","PCI",NA,"Keith Nelson","1"
"706","bahamas","2006","royal bahamian defence force",NA,"patrol and coastal combatants",NA,"PFC",NA,"Protector","3"
"707","bangladesh","2005","navy",NA,"logistics and support",NA,"AOT",NA,NA,"1"
"708","bangladesh","2005","navy",NA,"logistics and support",NA,"AOT",NA,NA,"1"
"709","bangladesh","2005","navy",NA,"logistics and support",NA,"AOT",NA,NA,"1"
"710","italy","2005","navy",NA,"logistics and support",NA,"AGOR",NA,NA,"3"
"711","italy","2005","navy",NA,"logistics and support",NA,"AGOR",NA,NA,"3"
"712","korea, dpr of","2005","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-75 Dvina (SA-2 Guideline)","760"
"713","korea, dpr of","2005","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-75 Dvina (SA-2 Guideline)","760"
"714","russia","2005","strategic deterrent forces","navy","submarines",NA,"SSBN","strategic","Delta IV","3"
"715","russia","2005","strategic deterrent forces","navy","submarines",NA,"SSBN","strategic","Delta IV","3"
"716","united kingdom","2005","air force",NA,"aircraft",NA,"TPT",NA,"Beech 200 Super King Air","7"
"717","united kingdom","2005","air force",NA,"aircraft",NA,"TPT",NA,"Beech 200 Super King Air","7"
"718","bahamas","2006","royal bahamian defence force",NA,"patrol and coastal combatants",NA,"PCO",NA,"Bahamas","2"
"719","bahamas","2006","royal bahamian defence force",NA,"patrol and coastal combatants",NA,"PFC",NA,"Protector","3"
"720","bahamas","2006","royal bahamian defence force",NA,"patrol and coastal combatants","inshore","PCI",NA,"Cape","1"
"721","bahamas","2006","royal bahamian defence force",NA,"patrol and coastal combatants","inshore","PCI",NA,"Keith Nelson","1"
"722","bangladesh","2006","navy",NA,"logistics and support",NA,"AOT",NA,NA,"1"
"723","bangladesh","2006","navy",NA,"logistics and support",NA,"AOT",NA,NA,"1"
"724","bangladesh","2006","navy",NA,"logistics and support",NA,"AOT",NA,NA,"1"
"725","china","2006","army",NA,"artillery",NA,"SP","122mm","Type-89","500"
"726","china","2006","army",NA,"artillery",NA,"SP","122mm","Type-89","500"
"727","finland","2007","navy",NA,"logistics and support",NA,"AGB",NA,"Icebreaker","7"
"728","france","2006","strategic nuclear forces","air force","aircraft",NA,"TRG",NA,"Mystere 20","2"
"729","france","2006","strategic nuclear forces","air force","aircraft",NA,"TRG",NA,"Mystere 20","2"
"730","italy","2006","navy",NA,"logistics and support",NA,"AGOR",NA,NA,"3"
"731","italy","2006","navy",NA,"logistics and support",NA,"AGOR",NA,NA,"3"
"732","taiwan","2006","navy",NA,"patrol and coastal combatants",NA,"PTG",NA,"Kwang Hua","1"
"733","taiwan","2006","navy",NA,"patrol and coastal combatants",NA,"PTG",NA,"Kwang Hua","1"
"734","united kingdom","2006","army",NA,"radars","space-based systems","EW",NA,"MAMBA","4"
"735","united kingdom","2006","army",NA,"radars","space-based systems","EW",NA,"MAMBA","4"
"736","united kingdom","2006","navy",NA,"amphibious","principal amphibious ships","LSD",NA,"Bay","4"
"737","united kingdom","2006","navy",NA,"amphibious","principal amphibious ships","LSD",NA,"Bay","4"
"738","united kingdom","2006","air force",NA,"aircraft",NA,"TPT",NA,"Beech 200 Super King Air","7"
"739","united kingdom","2006","air force",NA,"aircraft",NA,"TPT",NA,"Beech 200 Super King Air","7"
"740","bangladesh","2007","navy",NA,"logistics and support",NA,"AOT",NA,NA,"1"
"741","bangladesh","2007","navy",NA,"logistics and support",NA,"AOT",NA,NA,"1"
"742","bangladesh","2007","navy",NA,"logistics and support",NA,"AOT",NA,NA,"1"
"743","finland","2007","navy",NA,"logistics and support",NA,"AGB",NA,"Icebreaker","7"
"744","italy","2007","navy",NA,"logistics and support",NA,"AGOR",NA,NA,"3"
"745","italy","2007","navy",NA,"logistics and support",NA,"AGOR",NA,NA,"3"
"746","united kingdom","2007","navy",NA,"amphibious","principal amphibious ships","LSD",NA,"Bay","4"
"747","united kingdom","2007","navy",NA,"amphibious","principal amphibious ships","LSD",NA,"Bay","4"
"748","united kingdom","2007","air force",NA,"aircraft",NA,"TPT",NA,"Beech 200 Super King Air","7"
"749","united kingdom","2007","air force",NA,"aircraft",NA,"TPT",NA,"Beech 200 Super King Air","7"
"750","us","2007","navy","US maratime administration (MARAD)","logistics and support",NA,"AK",NA,NA,"3"
"751","us","2007","navy","US maratime administration (MARAD)","logistics and support",NA,"AK",NA,NA,"3"
"752","australia","2008","navy",NA,"logistics and support",NA,"TRG",NA,NA,"1"
"753","australia","2008","navy",NA,"logistics and support",NA,"TRG",NA,NA,"1"
"754","colombia","2008","air force",NA,"aircraft",NA,"ATK",NA,"A-37BDragonfly/OA-37BDragonfly","9"
"755","colombia","2008","air force",NA,"aircraft",NA,"ATK",NA,"A-37BDragonfly/OA-37BDragonfly","9"
"756","colombia","2008","air force",NA,"helicopters",NA,"MRH",NA,"UH-1H","6"
"757","colombia","2008","air force",NA,"helicopters",NA,"MRH",NA,"UH-1H","6"
"758","denmark","2008","reserves","home guard (army)","patrol and coastal combatants",NA,"PC",NA,"MHV900","6"
"759","denmark","2008","reserves","home guard (army)","patrol and coastal combatants",NA,"PC",NA,"MHV900","6"
"760","italy","2008","paramilitary","carabinieri","logistics and support",NA,"TRG",NA,NA,"1"
"761","italy","2008","paramilitary","carabinieri","logistics and support",NA,"TRG",NA,NA,"1"
"762","japan","2008","maritime self-defense force",NA,"principal surface combatants","frigates","FFG",NA,"Yubari","2"
"763","japan","2008","maritime self-defense force",NA,"principal surface combatants","frigates","FFG",NA,"Yubari","2"
"764","sweden","2008","navy",NA,"logistics and support",NA,"ARS",NA,"Furusund","1"
"765","sweden","2008","navy",NA,"logistics and support",NA,"AG",NA,"Carlskrona","1"
"766","sweden","2008","navy",NA,"logistics and support",NA,"ARS",NA,"Furusund","1"
"767","sweden","2008","navy",NA,"logistics and support",NA,"AG",NA,"Carlskrona","1"
"768","united kingdom","2008","strategic forces","armed forces","radars","space-based systems","EW",NA,"Ballistic Missile Early Warning System (BMEWS)","1"
"769","united kingdom","2008","army",NA,"radars","space-based systems","EW",NA,"Cobra","7"
"770","united kingdom","2008","army",NA,"radars","land-based systems","EW",NA,"MSTAR","150"
"771","united kingdom","2008","army",NA,"radars","space-based systems","EW",NA,"Cobra","7"
"772","united kingdom","2008","army",NA,"radars","land-based systems","EW",NA,"MSTAR","150"
"773","united kingdom","2008","navy",NA,"amphibious","principal amphibious ships","LSD",NA,"Bay","4"
"774","united kingdom","2008","navy",NA,"amphibious","principal amphibious ships","LSD",NA,"Bay","4"
"775","united kingdom","2008","strategic forces","armed forces","radars","space-based systems","EW",NA,"Ballistic Missile Early Warning System (BMEWS)","1"
"776","us","2008","army","army reserve","aircraft",NA,"TPT",NA,"C-37 Cessna 182 Skylane","2"
"777","us","2008","army","army reserve","aircraft",NA,"TPT",NA,"C-37 Cessna 182 Skylane","2"
"778","us","2008","navy","military sealift command","logistics and support",NA,"HSV",NA,NA,"1"
"779","us","2008","navy","military sealift command","logistics and support",NA,"HSV",NA,NA,"1"
"780","albania","2010","joint forces command (jfc)","navy","patrol and coastal combatants",NA,"PFC",NA,"Shanghai II","1"
"781","australia","2009","navy",NA,"logistics and support",NA,"TRG",NA,NA,"1"
"782","australia","2009","navy",NA,"logistics and support",NA,"TRG",NA,NA,"1"
"783","colombia","2009","air force",NA,"aircraft",NA,"ATK",NA,"A-37BDragonfly/OA-37BDragonfly","10"
"784","colombia","2009","air force",NA,"aircraft",NA,"ATK",NA,"A-37BDragonfly/OA-37BDragonfly","10"
"785","colombia","2009","air force",NA,"helicopters",NA,"MRH",NA,"UH-1H","6"
"786","colombia","2009","air force",NA,"helicopters",NA,"MRH",NA,"UH-1H","6"
"787","denmark","2009","reserves","home guard (army)","patrol and coastal combatants",NA,"PC",NA,"MHV900","6"
"788","denmark","2009","reserves","home guard (army)","patrol and coastal combatants",NA,"PC",NA,"MHV900","6"
"789","italy","2009","paramilitary","carabinieri","logistics and support",NA,"TRG",NA,NA,"1"
"790","italy","2009","paramilitary","carabinieri","logistics and support",NA,"TRG",NA,NA,"1"
"791","sweden","2009","navy",NA,"logistics and support",NA,"ARS",NA,"Furusund","1"
"792","sweden","2009","navy",NA,"logistics and support",NA,"ARS",NA,"Furusund","1"
"793","united kingdom","2009","navy",NA,"amphibious","principal amphibious ships","LSD",NA,"Bay","4"
"794","united kingdom","2009","navy",NA,"amphibious","principal amphibious ships","LSD",NA,"Bay","4"
"795","united kingdom","2009","navy","naval aviation (fleet air arm)","aircraft",NA,"TPT",NA,"Falcon 20 (civil registration)","19"
"796","united kingdom","2009","navy","naval aviation (fleet air arm)","aircraft",NA,"TPT",NA,"Falcon 20 (civil registration)","19"
"797","us","2009","army","army reserve","aircraft",NA,"TPT",NA,"C-37 Cessna 182 Skylane","2"
"798","us","2009","army","army reserve","aircraft",NA,"TPT",NA,"C-37 Cessna 182 Skylane","2"
"799","us","2009","navy","military sealift command","logistics and support",NA,"HSV",NA,NA,"1"
"800","us","2009","navy","military sealift command","logistics and support",NA,"HSV",NA,NA,"1"
"801","albania","2010","joint forces command (jfc)","navy","patrol and coastal combatants",NA,"PFC",NA,"Shanghai II","1"
"802","colombia","2010","air force",NA,"aircraft",NA,"ATK",NA,"A-37BDragonfly/OA-37BDragonfly","10"
"803","colombia","2010","air force",NA,"aircraft",NA,"ATK",NA,"A-37BDragonfly/OA-37BDragonfly","10"
"804","colombia","2010","air force",NA,"helicopters",NA,"MRH",NA,"UH-1H","6"
"805","colombia","2010","air force",NA,"helicopters",NA,"MRH",NA,"UH-1H","6"
"806","denmark","2010","reserves","home guard (army)","patrol and coastal combatants",NA,"PC",NA,"MHV900","6"
"807","denmark","2010","reserves","home guard (army)","patrol and coastal combatants",NA,"PC",NA,"MHV900","6"
"808","united kingdom","2010","navy","naval aviation (fleet air arm)","aircraft",NA,"TPT",NA,"Falcon 20 (civil registration)","19"
"809","united kingdom","2010","navy","naval aviation (fleet air arm)","aircraft",NA,"TPT",NA,"Falcon 20 (civil registration)","19"
"810","united kingdom","2010","navy","naval aviation (fleet air arm)","aircraft",NA,"TPT",NA,"Falcon 20 (civil registration)","19"
"811","united kingdom","2010","air force",NA,"aircraft",NA,"AEWandC",NA,"E-3D Sentry","6"
"812","united kingdom","2010","air force",NA,"aircraft",NA,"AEWandC",NA,"E-3D Sentry","6"
"813","colombia","2011","air force",NA,"aircraft",NA,"ATK",NA,"A-37BDragonfly/OA-37BDragonfly","10"
"814","colombia","2011","air force",NA,"aircraft",NA,"ATK",NA,"A-37BDragonfly/OA-37BDragonfly","10"
"815","denmark","2011","air force","tactical air command","helicopters",NA,"MRH",NA,"AS550 Fennec (ISR)","12"
"816","denmark","2011","air force","tactical air command","helicopters",NA,"MRH",NA,"AS550 Fennec (ISR)","12"
"817","france","2011","navy",NA,"principal surface combatants","destroyers","DDGHM",NA,"Georges Leygues","2"
"818","france","2011","navy",NA,"principal surface combatants","destroyers","DDGHM",NA,"Georges Leygues","2"
"819","france","2011","navy",NA,"logistics and support",NA,"AGM",NA,"Monge","1"
"820","france","2011","navy",NA,"logistics and support",NA,"AGM",NA,"Monge","1"
"821","india","2011","navy",NA,"principal surface combatants","destroyers","DDGM",NA,"Rajput (FSU Kashin)","2"
"822","india","2011","navy",NA,"principal surface combatants","destroyers","DDGM",NA,"Rajput (FSU Kashin)","2"
"823","korea, dpr of","2013","army",NA,"armoured fighting vehicles",NA,"MBT",NA,"T-34/T-54/T-55/T-62/Type-59/Chonma/Pokpoong","3500"
"824","korea, dpr of","2013","army",NA,"armoured fighting vehicles",NA,"LT TK",NA,"PT-76","560"
"825","korea, dpr of","2013","army",NA,"armoured fighting vehicles",NA,"APC","APC (W)","BTR-40/BTR-50/BTR-60/BTR-80A/BTR-152/BTR look-a-like","2500"
"826","korea, dpr of","2013","army",NA,"artillery",NA,"SP/TOWED",NA,NA,"8500"
"827","korea, dpr of","2013","army",NA,"artillery","MRL",NA,NA,NA,"5100"
"828","korea, dpr of","2013","army",NA,"artillery","MOR",NA,NA,NA,"7500"
"829","korea, dpr of","2013","army",NA,"anti-tank/anti-infrastructure","RCL",NA,"82mm","B-10","1700"
"830","korea, dpr of","2012","army",NA,"surface-to-surface missile launchers","missiles","SSM",NA,"FROG-3/FROG-5/FROG-7","24"
"831","korea, dpr of","2012","army",NA,"surface-to-surface missile launchers","missiles","SSM",NA,"Nodong","10"
"832","korea, dpr of","2012","army",NA,"surface-to-surface missile launchers","missiles","SSM",NA,"Scud-B/Scud-C","30"
"833","korea, dpr of","2012","navy",NA,"submarines",NA,"SSK","tactical","PRC Type-031/FSU Romeo","22"
"834","korea, dpr of","2012","navy",NA,"submarines",NA,"SSC","tactical","Sang-O","28"
"835","korea, dpr of","2012","navy",NA,"submarines",NA,"SSW","tactical",NA,"20"
"836","korea, dpr of","2012","navy",NA,"principal surface combatants","frigates","FFG",NA,"Najin","2"
"837","korea, dpr of","2012","navy",NA,"principal surface combatants","frigates","FFG",NA,"Soho","1"
"838","korea, dpr of","2012","navy",NA,"patrol and coastal combatants",NA,"PCG",NA,"Osa II","8"
"839","korea, dpr of","2012","navy",NA,"patrol and coastal combatants",NA,"PCG",NA,"Soju","10"
"840","korea, dpr of","2012","navy",NA,"patrol and coastal combatants",NA,"PCO",NA,"Sariwon","4"
"841","korea, dpr of","2012","navy",NA,"patrol and coastal combatants",NA,"PCO",NA,"Tral","1"
"842","korea, dpr of","2012","navy",NA,"patrol and coastal combatants",NA,"PCC",NA,"Hainan","6"
"843","korea, dpr of","2012","navy",NA,"patrol and coastal combatants",NA,"PCC",NA,"Taechong","12"
"844","korea, dpr of","2012","navy",NA,"patrol and coastal combatants",NA,"PBFG",NA,"Huangfen","4"
"845","korea, dpr of","2012","navy",NA,"patrol and coastal combatants",NA,"PBFG",NA,"Komar","6"
"846","korea, dpr of","2012","navy",NA,"patrol and coastal combatants",NA,"PBFG",NA,"Sohung","6"
"847","korea, dpr of","2012","navy",NA,"patrol and coastal combatants",NA,"PBF",NA,"Chong-Jin","54"
"848","korea, dpr of","2012","navy",NA,"patrol and coastal combatants",NA,"PBF",NA,"Ku Song/Sin Hung/Sin Hung (mod)","142"
"849","korea, dpr of","2012","navy",NA,"patrol and coastal combatants",NA,"PBF",NA,"Sinpo","33"
"850","korea, dpr of","2012","navy",NA,"patrol and coastal combatants",NA,"PB",NA,"Chaho","59"
"851","korea, dpr of","2012","navy",NA,"patrol and coastal combatants",NA,"PB",NA,"Chong-Ju","6"
"852","korea, dpr of","2012","navy",NA,"patrol and coastal combatants",NA,"PB",NA,"Shanghai II","13"
"853","korea, dpr of","2012","navy",NA,"patrol and coastal combatants",NA,"PB",NA,"SO-1","19"
"854","korea, dpr of","2012","navy",NA,"amphibious","landing ships","LSM",NA,"Hantae","10"
"855","korea, dpr of","2012","navy",NA,"amphibious","landing ships","LCPL",NA,"Nampo","96"
"856","korea, dpr of","2012","navy",NA,"amphibious","landing ships","LCM",NA,NA,"25"
"857","korea, dpr of","2012","navy",NA,"amphibious","landing ships","LCVP",NA,NA,"136"
"858","korea, dpr of","2012","navy",NA,"logistics and support",NA,"AGI",NA,NA,"14"
"859","korea, dpr of","2012","navy",NA,"logistics and support",NA,"AS",NA,NA,"8"
"860","korea, dpr of","2012","navy",NA,"logistics and support",NA,"ASR",NA,"Kowan","1"
"861","korea, dpr of","2012","air force",NA,"aircraft",NA,"BBR",NA,"H-5","80"
"862","korea, dpr of","2012","air force",NA,"aircraft",NA,"FTR",NA,"F-7B Airguard","40"
"863","korea, dpr of","2012","air force",NA,"aircraft",NA,"FTR",NA,"PRC J-5","107"
"864","korea, dpr of","2012","air force",NA,"aircraft",NA,"FTR",NA,"J-6","100"
"865","korea, dpr of","2012","air force",NA,"aircraft",NA,"FTR",NA,"J-7","120"
"866","korea, dpr of","2012","air force",NA,"aircraft",NA,"FTR",NA,"MiG-23ML Flogger","46"
"867","korea, dpr of","2012","air force",NA,"aircraft",NA,"FTR",NA,"MiG-23P Flogger","10"
"868","korea, dpr of","2012","air force",NA,"aircraft",NA,"ATK",NA,"Su-25 Frogfoot","34"
"869","korea, dpr of","2012","air force",NA,"aircraft",NA,"TPT","light","An-24 Coke","6"
"870","korea, dpr of","2012","air force",NA,"aircraft",NA,"TPT","light","Tu-134 Crusty","2"
"871","korea, dpr of","2012","air force",NA,"aircraft",NA,"TPT","light","Y-5","200"
"872","korea, dpr of","2012","air force",NA,"aircraft",NA,"TPT","PAX","Il-18 Coot","2"
"873","korea, dpr of","2012","air force",NA,"aircraft",NA,"TPT","PAX","Il-62M Classic","2"
"874","korea, dpr of","2012","air force",NA,"aircraft",NA,"TPT","PAX","Tu-154 Careless","4"
"875","korea, dpr of","2012","air force",NA,"aircraft",NA,"TPT","PAX","Tu-204-300","1"
"876","korea, dpr of","2012","air force",NA,"aircraft",NA,"TRG",NA,"CJ-6","180"
"877","korea, dpr of","2012","air force",NA,"aircraft",NA,"TRG",NA,"FT-2","35"
"878","korea, dpr of","2012","air force",NA,"helicopters",NA,"ATK",NA,"Mi-24 Hind","20"
"879","korea, dpr of","2012","air force",NA,"helicopters",NA,"MRH",NA,"Hughes 500D","80"
"880","korea, dpr of","2012","air force",NA,"helicopters",NA,"TPT","medium","Mi-8 Hip/Mi-17 Hip H","15"
"881","korea, dpr of","2012","air force",NA,"helicopters",NA,"TPT","medium","Z-5","48"
"882","korea, dpr of","2012","air force",NA,"helicopters",NA,"TPT","light","PZL Mi-2 Hoplite","139"
"883","korea, dpr of","2012","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-75 Dvina (SA-2 Guideline)","179"
"884","korea, dpr of","2012","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-125 Pechora (SA-3 Goa)","133"
"885","korea, dpr of","2012","air force",NA,"air defence",NA,"STATIC/SHELTER",NA,"S-200 (SA-5 Gammon)","38"
"886","korea, dpr of","2012","air force",NA,"surface-to-surface missile launchers","missiles","SAM",NA,"9K32 Stela-2 (SA-7 Grail)","3050"
"887","burkina faso","2013","air force",NA,"aircraft",NA,"TRG",NA,"EMB-314 Super Tucano","3"
"888","democratic republic of the congo","2012","air force",NA,"helicopters",NA,"TPT","heavy","Mi-26 Halo","1"
"889","france","2012","navy",NA,"principal surface combatants","destroyers","DDGHM",NA,"Georges Leygues","2"
"890","france","2012","navy",NA,"principal surface combatants","destroyers","DDGHM",NA,"Georges Leygues","2"
"891","france","2012","navy",NA,"logistics and support",NA,"AGM",NA,"Monge","1"
"892","france","2012","navy",NA,"logistics and support",NA,"AGM",NA,"Monge","1"
"893","india","2012","navy",NA,"principal surface combatants","destroyers","DDGM",NA,"Rajput (FSU Kashin)","2"
"894","india","2012","navy",NA,"principal surface combatants","destroyers","DDGM",NA,"Rajput (FSU Kashin)","2"
