"","country","year","service","subservice","equipment_type","equipment_subtype","equipment_name","equipment_subname","unit_name","unit_count"
"738","united kingdom","2008","strategic forces","armed forces","radars","space-based systems","EW",NA,"Ballistic Missile Early Warning System (BMEWS)","1"
"739","us","2008","army","army reserve","aircraft",NA,"TPT",NA,"C-37 Cessna 182 Skylane","2"
"740","us","2008","army","army reserve","aircraft",NA,"TPT",NA,"C-37 Cessna 182 Skylane","2"
"741","albania","2010","joint forces command (jfc)","navy","patrol and coastal combatants",NA,"PFC",NA,"Shanghai II","1"
"742","colombia","2009","air force",NA,"aircraft",NA,"ATK",NA,"A-37BDragonfly/OA-37BDragonfly","10"
"743","colombia","2009","air force",NA,"aircraft",NA,"ATK",NA,"A-37BDragonfly/OA-37BDragonfly","10"
"744","colombia","2009","air force",NA,"helicopters",NA,"MRH",NA,"UH-1H","6"
"745","colombia","2009","air force",NA,"helicopters",NA,"MRH",NA,"UH-1H","6"
"746","denmark","2009","reserves","home guard (army)","patrol and coastal combatants",NA,"PC",NA,"MHV900","6"
"747","denmark","2009","reserves","home guard (army)","patrol and coastal combatants",NA,"PC",NA,"MHV900","6"
"748","sweden","2009","navy",NA,"logistics and support",NA,"ARS",NA,"Furusund","1"
"749","sweden","2009","navy",NA,"logistics and support",NA,"ARS",NA,"Furusund","1"
"750","united kingdom","2009","navy",NA,"amphibious","principal amphibious ships","LSD",NA,"Bay","4"
"751","united kingdom","2009","navy",NA,"amphibious","principal amphibious ships","LSD",NA,"Bay","4"
"752","united kingdom","2009","navy","naval aviation (fleet air arm)","aircraft",NA,"TPT",NA,"Falcon 20 (civil registration)","19"
"753","united kingdom","2009","navy","naval aviation (fleet air arm)","aircraft",NA,"TPT",NA,"Falcon 20 (civil registration)","19"
"754","us","2009","army","army reserve","aircraft",NA,"TPT",NA,"C-37 Cessna 182 Skylane","2"
"755","us","2009","army","army reserve","aircraft",NA,"TPT",NA,"C-37 Cessna 182 Skylane","2"
"756","albania","2010","joint forces command (jfc)","navy","patrol and coastal combatants",NA,"PFC",NA,"Shanghai II","1"
"757","colombia","2010","air force",NA,"aircraft",NA,"ATK",NA,"A-37BDragonfly/OA-37BDragonfly","10"
"758","colombia","2010","air force",NA,"aircraft",NA,"ATK",NA,"A-37BDragonfly/OA-37BDragonfly","10"
"759","colombia","2010","air force",NA,"helicopters",NA,"MRH",NA,"UH-1H","6"
"760","colombia","2010","air force",NA,"helicopters",NA,"MRH",NA,"UH-1H","6"
"761","denmark","2010","reserves","home guard (army)","patrol and coastal combatants",NA,"PC",NA,"MHV900","6"
"762","denmark","2010","reserves","home guard (army)","patrol and coastal combatants",NA,"PC",NA,"MHV900","6"
"763","united kingdom","2010","navy","naval aviation (fleet air arm)","aircraft",NA,"TPT",NA,"Falcon 20 (civil registration)","19"
"764","united kingdom","2010","navy","naval aviation (fleet air arm)","aircraft",NA,"TPT",NA,"Falcon 20 (civil registration)","19"
"765","united kingdom","2010","navy","naval aviation (fleet air arm)","aircraft",NA,"TPT",NA,"Falcon 20 (civil registration)","19"
"766","united kingdom","2010","air force",NA,"aircraft",NA,"AEWandC",NA,"E-3D Sentry","6"
"767","united kingdom","2010","air force",NA,"aircraft",NA,"AEWandC",NA,"E-3D Sentry","6"
"768","colombia","2011","air force",NA,"aircraft",NA,"ATK",NA,"A-37BDragonfly/OA-37BDragonfly","10"
"769","colombia","2011","air force",NA,"aircraft",NA,"ATK",NA,"A-37BDragonfly/OA-37BDragonfly","10"
"770","france","2011","navy",NA,"principal surface combatants","destroyers","DDGHM",NA,"Georges Leygues","2"
"771","france","2011","navy",NA,"principal surface combatants","destroyers","DDGHM",NA,"Georges Leygues","2"
"772","france","2011","navy",NA,"logistics and support",NA,"AGM",NA,"Monge","1"
"773","france","2011","navy",NA,"logistics and support",NA,"AGM",NA,"Monge","1"
"774","india","2011","navy",NA,"principal surface combatants","destroyers","DDGM",NA,"Rajput (FSU Kashin)","2"
"775","india","2011","navy",NA,"principal surface combatants","destroyers","DDGM",NA,"Rajput (FSU Kashin)","2"
"776","korea, dpr of","2013","army",NA,"armoured fighting vehicles",NA,"MBT",NA,"T-34/T-54/T-55/T-62/Type-59/Chonma/Pokpoong","3500"
"777","korea, dpr of","2013","army",NA,"armoured fighting vehicles",NA,"LT TK",NA,"PT-76","560"
"778","korea, dpr of","2013","army",NA,"armoured fighting vehicles",NA,"APC","APC (W)","BTR-40/BTR-50/BTR-60/BTR-80A/BTR-152/BTR look-a-like","2500"
"779","korea, dpr of","2013","army",NA,"anti-tank/anti-infrastructure","RCL",NA,"82mm","B-10","1700"
"780","korea, dpr of","2012","army",NA,"surface-to-surface missile launchers","missiles","SSM",NA,"FROG-3/FROG-5/FROG-7","24"
"781","korea, dpr of","2012","army",NA,"surface-to-surface missile launchers","missiles","SSM",NA,"Nodong","10"
"782","korea, dpr of","2012","army",NA,"surface-to-surface missile launchers","missiles","SSM",NA,"Scud-B/Scud-C","30"
"783","korea, dpr of","2012","navy",NA,"submarines",NA,"SSK","tactical","PRC Type-031/FSU Romeo","22"
"784","korea, dpr of","2012","navy",NA,"submarines",NA,"SSC","tactical","Sang-O","28"
"785","korea, dpr of","2012","navy",NA,"principal surface combatants","frigates","FFG",NA,"Najin","2"
"786","korea, dpr of","2012","navy",NA,"principal surface combatants","frigates","FFG",NA,"Soho","1"
"787","korea, dpr of","2012","navy",NA,"patrol and coastal combatants",NA,"PCG",NA,"Osa II","8"
"788","korea, dpr of","2012","navy",NA,"patrol and coastal combatants",NA,"PCG",NA,"Soju","10"
"789","korea, dpr of","2012","navy",NA,"patrol and coastal combatants",NA,"PCO",NA,"Sariwon","4"
"790","korea, dpr of","2012","navy",NA,"patrol and coastal combatants",NA,"PCO",NA,"Tral","1"
"791","korea, dpr of","2012","navy",NA,"patrol and coastal combatants",NA,"PCC",NA,"Hainan","6"
"792","korea, dpr of","2012","navy",NA,"patrol and coastal combatants",NA,"PCC",NA,"Taechong","12"
"793","korea, dpr of","2012","navy",NA,"patrol and coastal combatants",NA,"PBFG",NA,"Huangfen","4"
"794","korea, dpr of","2012","navy",NA,"patrol and coastal combatants",NA,"PBFG",NA,"Komar","6"
"795","korea, dpr of","2012","navy",NA,"patrol and coastal combatants",NA,"PBFG",NA,"Sohung","6"
"796","korea, dpr of","2012","navy",NA,"patrol and coastal combatants",NA,"PBF",NA,"Chong-Jin","54"
"797","korea, dpr of","2012","navy",NA,"patrol and coastal combatants",NA,"PBF",NA,"Ku Song/Sin Hung/Sin Hung (mod)","142"
"798","korea, dpr of","2012","navy",NA,"patrol and coastal combatants",NA,"PBF",NA,"Sinpo","33"
"799","korea, dpr of","2012","navy",NA,"patrol and coastal combatants",NA,"PB",NA,"Chaho","59"
"800","korea, dpr of","2012","navy",NA,"patrol and coastal combatants",NA,"PB",NA,"Chong-Ju","6"
"801","korea, dpr of","2012","navy",NA,"patrol and coastal combatants",NA,"PB",NA,"Shanghai II","13"
"802","korea, dpr of","2012","navy",NA,"patrol and coastal combatants",NA,"PB",NA,"SO-1","19"
"803","korea, dpr of","2012","navy",NA,"amphibious","landing ships","LSM",NA,"Hantae","10"
"804","korea, dpr of","2012","navy",NA,"amphibious","landing ships","LCPL",NA,"Nampo","96"
"805","korea, dpr of","2012","navy",NA,"logistics and support",NA,"ASR",NA,"Kowan","1"
"806","korea, dpr of","2012","air force",NA,"aircraft",NA,"BBR",NA,"H-5","80"
"807","korea, dpr of","2012","air force",NA,"aircraft",NA,"FTR",NA,"F-7B Airguard","40"
"808","korea, dpr of","2012","air force",NA,"aircraft",NA,"FTR",NA,"PRC J-5","107"
"809","korea, dpr of","2012","air force",NA,"aircraft",NA,"FTR",NA,"J-6","100"
"810","korea, dpr of","2012","air force",NA,"aircraft",NA,"FTR",NA,"J-7","120"
"811","korea, dpr of","2012","air force",NA,"aircraft",NA,"FTR",NA,"MiG-23ML Flogger","46"
"812","korea, dpr of","2012","air force",NA,"aircraft",NA,"FTR",NA,"MiG-23P Flogger","10"
"813","korea, dpr of","2012","air force",NA,"aircraft",NA,"ATK",NA,"Su-25 Frogfoot","34"
"814","korea, dpr of","2012","air force",NA,"aircraft",NA,"TPT","light","An-24 Coke","6"
"815","korea, dpr of","2012","air force",NA,"aircraft",NA,"TPT","light","Tu-134 Crusty","2"
"816","korea, dpr of","2012","air force",NA,"aircraft",NA,"TPT","light","Y-5","200"
"817","korea, dpr of","2012","air force",NA,"aircraft",NA,"TPT","PAX","Il-18 Coot","2"
"818","korea, dpr of","2012","air force",NA,"aircraft",NA,"TPT","PAX","Il-62M Classic","2"
"819","korea, dpr of","2012","air force",NA,"aircraft",NA,"TPT","PAX","Tu-154 Careless","4"
"820","korea, dpr of","2012","air force",NA,"aircraft",NA,"TPT","PAX","Tu-204-300","1"
"821","korea, dpr of","2012","air force",NA,"aircraft",NA,"TRG",NA,"CJ-6","180"
"822","korea, dpr of","2012","air force",NA,"aircraft",NA,"TRG",NA,"FT-2","35"
"823","korea, dpr of","2012","air force",NA,"helicopters",NA,"ATK",NA,"Mi-24 Hind","20"
"824","korea, dpr of","2012","air force",NA,"helicopters",NA,"MRH",NA,"Hughes 500D","80"
"825","korea, dpr of","2012","air force",NA,"helicopters",NA,"TPT","medium","Mi-8 Hip/Mi-17 Hip H","15"
"826","korea, dpr of","2012","air force",NA,"helicopters",NA,"TPT","medium","Z-5","48"
"827","korea, dpr of","2012","air force",NA,"helicopters",NA,"TPT","light","PZL Mi-2 Hoplite","139"
"828","korea, dpr of","2012","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-75 Dvina (SA-2 Guideline)","179"
"829","korea, dpr of","2012","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-125 Pechora (SA-3 Goa)","133"
"830","korea, dpr of","2012","air force",NA,"air defence",NA,"STATIC/SHELTER",NA,"S-200 (SA-5 Gammon)","38"
"831","korea, dpr of","2012","air force",NA,"surface-to-surface missile launchers","missiles","SAM",NA,"9K32 Stela-2 (SA-7 Grail)","3050"
"832","burkina faso","2013","air force",NA,"aircraft",NA,"TRG",NA,"EMB-314 Super Tucano","3"
"833","democratic republic of the congo","2012","air force",NA,"helicopters",NA,"TPT","heavy","Mi-26 Halo","1"
"834","france","2012","navy",NA,"principal surface combatants","destroyers","DDGHM",NA,"Georges Leygues","2"
"835","france","2012","navy",NA,"principal surface combatants","destroyers","DDGHM",NA,"Georges Leygues","2"
"836","france","2012","navy",NA,"logistics and support",NA,"AGM",NA,"Monge","1"
"837","france","2012","navy",NA,"logistics and support",NA,"AGM",NA,"Monge","1"
"838","india","2012","navy",NA,"principal surface combatants","destroyers","DDGM",NA,"Rajput (FSU Kashin)","2"
"839","india","2012","navy",NA,"principal surface combatants","destroyers","DDGM",NA,"Rajput (FSU Kashin)","2"
"840","korea, dpr of","2013","army",NA,"armoured fighting vehicles",NA,"MBT",NA,"T-34/T-54/T-55/T-62/Type-59/Chonma/Pokpoong","3500"
"841","korea, dpr of","2013","army",NA,"armoured fighting vehicles",NA,"LT TK",NA,"PT-76","560"
"842","korea, dpr of","2013","army",NA,"armoured fighting vehicles",NA,"APC","APC (W)","BTR-40/BTR-50/BTR-60/BTR-80A/BTR-152/BTR look-a-like","2500"
"843","korea, dpr of","2013","army",NA,"anti-tank/anti-infrastructure","RCL",NA,"82mm","B-10","1700"
"844","korea, dpr of","2012","army",NA,"surface-to-surface missile launchers","missiles","SSM",NA,"FROG-3/FROG-5/FROG-7","24"
"845","korea, dpr of","2012","army",NA,"surface-to-surface missile launchers","missiles","SSM",NA,"Nodong","10"
"846","korea, dpr of","2012","army",NA,"surface-to-surface missile launchers","missiles","SSM",NA,"Scud-B/Scud-C","30"
"847","korea, dpr of","2012","navy",NA,"submarines",NA,"SSK","tactical","PRC Type-031/FSU Romeo","22"
"848","korea, dpr of","2012","navy",NA,"submarines",NA,"SSC","tactical","Sang-O","28"
"849","korea, dpr of","2012","navy",NA,"principal surface combatants","frigates","FFG",NA,"Najin","2"
"850","korea, dpr of","2012","navy",NA,"principal surface combatants","frigates","FFG",NA,"Soho","1"
"851","korea, dpr of","2012","navy",NA,"patrol and coastal combatants",NA,"PCG",NA,"Osa II","8"
"852","korea, dpr of","2012","navy",NA,"patrol and coastal combatants",NA,"PCG",NA,"Soju","10"
"853","korea, dpr of","2012","navy",NA,"patrol and coastal combatants",NA,"PCO",NA,"Sariwon","4"
"854","korea, dpr of","2012","navy",NA,"patrol and coastal combatants",NA,"PCO",NA,"Tral","1"
"855","korea, dpr of","2012","navy",NA,"patrol and coastal combatants",NA,"PCC",NA,"Hainan","6"
"856","korea, dpr of","2012","navy",NA,"patrol and coastal combatants",NA,"PCC",NA,"Taechong","12"
"857","korea, dpr of","2012","navy",NA,"patrol and coastal combatants",NA,"PBFG",NA,"Huangfen","4"
"858","korea, dpr of","2012","navy",NA,"patrol and coastal combatants",NA,"PBFG",NA,"Komar","6"
"859","korea, dpr of","2012","navy",NA,"patrol and coastal combatants",NA,"PBFG",NA,"Sohung","6"
"860","korea, dpr of","2012","navy",NA,"patrol and coastal combatants",NA,"PBF",NA,"Chong-Jin","54"
"861","korea, dpr of","2012","navy",NA,"patrol and coastal combatants",NA,"PBF",NA,"Ku Song/Sin Hung/Sin Hung (mod)","142"
"862","korea, dpr of","2012","navy",NA,"patrol and coastal combatants",NA,"PBF",NA,"Sinpo","33"
"863","korea, dpr of","2012","navy",NA,"patrol and coastal combatants",NA,"PB",NA,"Chaho","59"
"864","korea, dpr of","2012","navy",NA,"patrol and coastal combatants",NA,"PB",NA,"Chong-Ju","6"
"865","korea, dpr of","2012","navy",NA,"patrol and coastal combatants",NA,"PB",NA,"Shanghai II","13"
"866","korea, dpr of","2012","navy",NA,"patrol and coastal combatants",NA,"PB",NA,"SO-1","19"
"867","korea, dpr of","2012","navy",NA,"amphibious","landing ships","LSM",NA,"Hantae","10"
"868","korea, dpr of","2012","navy",NA,"amphibious","landing ships","LCPL",NA,"Nampo","96"
"869","korea, dpr of","2012","navy",NA,"logistics and support",NA,"ASR",NA,"Kowan","1"
"870","korea, dpr of","2012","air force",NA,"aircraft",NA,"BBR",NA,"H-5","80"
"871","korea, dpr of","2012","air force",NA,"aircraft",NA,"FTR",NA,"F-7B Airguard","40"
"872","korea, dpr of","2012","air force",NA,"aircraft",NA,"FTR",NA,"PRC J-5","107"
"873","korea, dpr of","2012","air force",NA,"aircraft",NA,"FTR",NA,"J-6","100"
"874","korea, dpr of","2012","air force",NA,"aircraft",NA,"FTR",NA,"J-7","120"
"875","korea, dpr of","2012","air force",NA,"aircraft",NA,"FTR",NA,"MiG-23ML Flogger","46"
"876","korea, dpr of","2012","air force",NA,"aircraft",NA,"FTR",NA,"MiG-23P Flogger","10"
"877","korea, dpr of","2012","air force",NA,"aircraft",NA,"ATK",NA,"Su-25 Frogfoot","34"
"878","korea, dpr of","2012","air force",NA,"aircraft",NA,"TPT","light","An-24 Coke","6"
"879","korea, dpr of","2012","air force",NA,"aircraft",NA,"TPT","light","Tu-134 Crusty","2"
"880","korea, dpr of","2012","air force",NA,"aircraft",NA,"TPT","light","Y-5","200"
"881","korea, dpr of","2012","air force",NA,"aircraft",NA,"TPT","PAX","Il-18 Coot","2"
"882","korea, dpr of","2012","air force",NA,"aircraft",NA,"TPT","PAX","Il-62M Classic","2"
"883","korea, dpr of","2012","air force",NA,"aircraft",NA,"TPT","PAX","Tu-154 Careless","4"
"884","korea, dpr of","2012","air force",NA,"aircraft",NA,"TPT","PAX","Tu-204-300","1"
"885","korea, dpr of","2012","air force",NA,"aircraft",NA,"TRG",NA,"CJ-6","180"
"886","korea, dpr of","2012","air force",NA,"aircraft",NA,"TRG",NA,"FT-2","35"
"887","korea, dpr of","2012","air force",NA,"helicopters",NA,"ATK",NA,"Mi-24 Hind","20"
"888","korea, dpr of","2012","air force",NA,"helicopters",NA,"MRH",NA,"Hughes 500D","80"
"889","korea, dpr of","2012","air force",NA,"helicopters",NA,"TPT","medium","Mi-8 Hip/Mi-17 Hip H","15"
"890","korea, dpr of","2012","air force",NA,"helicopters",NA,"TPT","medium","Z-5","48"
"891","korea, dpr of","2012","air force",NA,"helicopters",NA,"TPT","light","PZL Mi-2 Hoplite","139"
"892","korea, dpr of","2012","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-75 Dvina (SA-2 Guideline)","179"
"893","korea, dpr of","2012","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-125 Pechora (SA-3 Goa)","133"
"894","korea, dpr of","2012","air force",NA,"air defence",NA,"STATIC/SHELTER",NA,"S-200 (SA-5 Gammon)","38"
"895","korea, dpr of","2012","air force",NA,"surface-to-surface missile launchers","missiles","SAM",NA,"9K32 Stela-2 (SA-7 Grail)","3050"
"896","kyrgyzstan","2013","army",NA,"armoured fighting vehicles",NA,"MBT",NA,"T-72","150"
"897","kyrgyzstan","2013","army",NA,"armoured fighting vehicles",NA,"RECCE",NA,"BRDM-2","30"
"898","kyrgyzstan","2013","army",NA,"armoured fighting vehicles",NA,"AIFV",NA,"BMP-1","230"
"899","kyrgyzstan","2013","army",NA,"armoured fighting vehicles",NA,"AIFV",NA,"BMP-2","90"
"900","kyrgyzstan","2013","army",NA,"armoured fighting vehicles",NA,"APC","APC (W)","BTR-70","25"
"901","kyrgyzstan","2013","army",NA,"armoured fighting vehicles",NA,"APC","APC (W)","BTR-80","10"
"902","kyrgyzstan","2013","army",NA,"artillery",NA,"SP","122mm","2S1","18"
"903","kyrgyzstan","2013","army",NA,"artillery",NA,"TOWED","100mm","M-1944","18"
"904","kyrgyzstan","2013","army",NA,"artillery",NA,"TOWED","122mm","D-30","72"
"905","kyrgyzstan","2013","army",NA,"artillery",NA,"TOWED","122mm","M-30 (M-1938)","35"
"906","kyrgyzstan","2013","army",NA,"artillery",NA,"TOWED","152mm","D-1","16"
"907","kyrgyzstan","2013","army",NA,"artillery","GUNS/MOR",NA,"120mm","2S9 Anona","12"
"908","kyrgyzstan","2013","army",NA,"artillery","MRL",NA,"122mm","BM-21","15"
"909","kyrgyzstan","2013","army",NA,"artillery","MRL",NA,"220mm","9P140 Uragan","6"
"910","kyrgyzstan","2013","army",NA,"artillery","MOR",NA,"120mm","2S12","6"
"911","kyrgyzstan","2013","army",NA,"artillery","MOR",NA,"120mm","M-120","48"
"912","kyrgyzstan","2013","army",NA,"artillery","GUNS",NA,"100mm","MT-12/T-12","18"
"913","kyrgyzstan","2013","army",NA,"surface-to-surface missile launchers","missiles","SAM","23mm","ZSU-23-4","24"
"914","kyrgyzstan","2013","army",NA,"air defence",NA,"SAM",NA,"S-60","24"
"915","kyrgyzstan","2013","air force",NA,"aircraft",NA,"TPT","light","An-2 Colt","4"
"916","kyrgyzstan","2013","air force",NA,"aircraft",NA,"TPT","light","An-26 Curl","2"
"917","kyrgyzstan","2013","air force",NA,"aircraft",NA,"TRG",NA,"L-39 Albatros","4"
"918","kyrgyzstan","2013","air force",NA,"helicopters",NA,"ATK",NA,"Mi-24 Hind","2"
"919","kyrgyzstan","2013","air force",NA,"helicopters",NA,"TPT","medium","Mi-8 Hip","8"
"920","serbia","2012","air force and air defence",NA,"helicopters",NA,"UTL",NA,"Mi-24 Hind","2"
"921","serbia","2012","air force and air defence",NA,"helicopters",NA,"UTL",NA,"Mi-24 Hind","2"
"922","burkina faso","2013","air force",NA,"aircraft",NA,"TRG",NA,"EMB-314 Super Tucano","3"
"923","czech republic","2013","army","active reserve","armoured fighting vehicles",NA,"AIFV",NA,"BMP-2","181"
"924","czech republic","2013","army","active reserve","armoured fighting vehicles",NA,"AIFV",NA,"BMP-2","181"
"925","democratic republic of the congo","2012","air force",NA,"helicopters",NA,"TPT","heavy","Mi-26 Halo","1"
"926","france","2013","navy",NA,"principal surface combatants","destroyers","DDGHM",NA,"Georges Leygues","1"
"927","france","2013","navy",NA,"principal surface combatants","destroyers","DDGHM",NA,"Georges Leygues","1"
"928","india","2013","navy",NA,"principal surface combatants","destroyers","DDGM",NA,"Rajput (FSU Kashin)","2"
"929","india","2013","navy",NA,"principal surface combatants","destroyers","DDGM",NA,"Rajput (FSU Kashin)","2"
"930","korea, dpr of","2013","army",NA,"armoured fighting vehicles",NA,"MBT",NA,"T-34/T-54/T-55/T-62/Type-59/Chonma/Pokpoong","3500"
"931","korea, dpr of","2013","army",NA,"armoured fighting vehicles",NA,"LT TK",NA,"PT-76","560"
"932","korea, dpr of","2013","army",NA,"armoured fighting vehicles",NA,"APC","APC (W)","BTR-40/BTR-50/BTR-60/BTR-80A/BTR-152/BTR look-a-like","2500"
"933","korea, dpr of","2013","army",NA,"anti-tank/anti-infrastructure","RCL",NA,"82mm","B-10","1700"
"934","kyrgyzstan","2013","army",NA,"armoured fighting vehicles",NA,"MBT",NA,"T-72","150"
"935","kyrgyzstan","2013","army",NA,"armoured fighting vehicles",NA,"RECCE",NA,"BRDM-2","30"
"936","kyrgyzstan","2013","army",NA,"armoured fighting vehicles",NA,"AIFV",NA,"BMP-1","230"
"937","kyrgyzstan","2013","army",NA,"armoured fighting vehicles",NA,"AIFV",NA,"BMP-2","90"
"938","kyrgyzstan","2013","army",NA,"armoured fighting vehicles",NA,"APC","APC (W)","BTR-70","25"
"939","kyrgyzstan","2013","army",NA,"armoured fighting vehicles",NA,"APC","APC (W)","BTR-80","10"
"940","kyrgyzstan","2013","army",NA,"artillery",NA,"SP","122mm","2S1","18"
"941","kyrgyzstan","2013","army",NA,"artillery",NA,"TOWED","100mm","M-1944","18"
"942","kyrgyzstan","2013","army",NA,"artillery",NA,"TOWED","122mm","D-30","72"
"943","kyrgyzstan","2013","army",NA,"artillery",NA,"TOWED","122mm","M-30 (M-1938)","35"
"944","kyrgyzstan","2013","army",NA,"artillery",NA,"TOWED","152mm","D-1","16"
"945","kyrgyzstan","2013","army",NA,"artillery","GUNS/MOR",NA,"120mm","2S9 Anona","12"
"946","kyrgyzstan","2013","army",NA,"artillery","MRL",NA,"122mm","BM-21","15"
"947","kyrgyzstan","2013","army",NA,"artillery","MRL",NA,"220mm","9P140 Uragan","6"
"948","kyrgyzstan","2013","army",NA,"artillery","MOR",NA,"120mm","2S12","6"
"949","kyrgyzstan","2013","army",NA,"artillery","MOR",NA,"120mm","M-120","48"
"950","kyrgyzstan","2013","army",NA,"artillery","GUNS",NA,"100mm","MT-12/T-12","18"
"951","kyrgyzstan","2013","army",NA,"surface-to-surface missile launchers","missiles","SAM","23mm","ZSU-23-4","24"
"952","kyrgyzstan","2013","army",NA,"air defence",NA,"SAM",NA,"S-60","24"
"953","kyrgyzstan","2013","air force",NA,"aircraft",NA,"TPT","light","An-2 Colt","4"
"954","kyrgyzstan","2013","air force",NA,"aircraft",NA,"TPT","light","An-26 Curl","2"
"955","kyrgyzstan","2013","air force",NA,"aircraft",NA,"TRG",NA,"L-39 Albatros","4"
"956","kyrgyzstan","2013","air force",NA,"helicopters",NA,"ATK",NA,"Mi-24 Hind","2"
"957","kyrgyzstan","2013","air force",NA,"helicopters",NA,"TPT","medium","Mi-8 Hip","8"
"958","russia","2013","military air forces",NA,"aircraft",NA,"FTR",NA,"MiG-31B/31BS Foxhound","200"
"959","russia","2013","military air forces",NA,"aircraft",NA,"FTR",NA,"MiG-31B/31BS Foxhound","200"
"960","brazil","2014","navy",NA,"logistics and support",NA,"AP",NA,"Paraguassu","1"
"961","brazil","2014","navy",NA,"logistics and support",NA,"AP",NA,"Paraguassu","1"
"962","china","2014","navy",NA,"principal surface combatants","destroyers","DDGHM",NA,"Hangzhou (RUS Sovremenny)","2"
"963","china","2014","navy",NA,"principal surface combatants","destroyers","DDGHM",NA,"Hangzhou (RUS Sovremenny)","2"
"964","france","2014","strategic nuclear forces","navy","submarines",NA,"SSBN","strategic","Le Triomphant","2"
"965","france","2014","strategic nuclear forces","navy","submarines",NA,"SSBN","strategic","Le Triomphant","2"
"966","kazakhstan","2014","army",NA,"armoured fighting vehicles",NA,"MBT",NA,"T-72","300"
"967","kazakhstan","2014","army",NA,"armoured fighting vehicles",NA,"RECCE",NA,"BRDM","40"
"968","kazakhstan","2014","army",NA,"armoured fighting vehicles",NA,"RECCE",NA,"BRM","60"
"969","kazakhstan","2014","army",NA,"armoured fighting vehicles",NA,"AIFV",NA,"BMP-2","500"
